PIC,Title,Author,Pros,Cons,OCN,Summary,Verdict,URL,Date
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-m40x/ath-m40x-design-medium.jpg,Audio-Technica ATH-M40x Review,Marc Henney,Good audio reproduction.,Poor isolation.,Headphones,"The Audio-Technica ATH-M40x are decent headphones with outstanding, studio-quality sound. They feel sturdy and are fairly comfortable but offer no control option...",,https://www.rtings.com/headphones/reviews/audio-technica/ath-m40x,2016-04-20
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-m50x/ath-m50x-design-medium.jpg,Audio-Technica ATH-M50x Review,Sam Vafaei,"Excellent, balanced audio reproduction.",Slightly leaky.,Headphones,"The Audio-Technica ATH-M50x are great sounding closed-back headphones for critical listening. They have an exceptional reproduction of the bass, mid, and treble ...",,https://www.rtings.com/headphones/reviews/audio-technica/ath-m50x,2018-03-28
https://i.rtings.com/images/reviews/headphones/articles/best/best-audio-technica-medium.jpg,The 3 Best Audio-Technica Headphones of 2020: Reviews,Ian McPhail,,,Headphones,The best Audio-Technica headphones for audio quality are the Audio-Technica ATH-M50x. They’re popular over-ear headphones that are a great closed-back choice for critical listening and DJing.,,https://www.rtings.com/headphones/reviews/audio-technica,2020-01-06
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-msr7nc/ath-msr7nc-design-medium.jpg,Audio-Technica ATH-MSR7NC Review,Sam Vafaei,Good audio reproduction.,Poor noise isolation especially for noise canceling headphones.,Headphones,"The Audio-Technica ATH-MSR7NC are well-built and sturdy headphones with a well-balanced sound. They're comfortable and do not leak much at high volumes. However,...",,https://www.rtings.com/headphones/reviews/audio-technica/ath-msr7nc,2017-09-12
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-dsr9bt/ath-dsr9bt-design-medium.jpg,Audio-Technica ATH-DSR9BT Wireless Review,Jean-Simon Bonneterre,Comfortable fit.,Very long charging time.,Headphones,"The Audio-Technica ATH-DSR9BT are good sounding over-ear headphones. They are comfortable to wear for a while, and their build is made with premium and solid mat...",,https://www.rtings.com/headphones/reviews/audio-technica/ath-dsr9bt-wireless,2019-04-17
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-m60x/ath-m60x-design-medium.jpg,Audio-Technica ATH-M60x Review,Sam Vafaei,Good sound quality.,No buttons or control options.,Headphones,The Audio-Technica ATH-M60x are good critical listening on-ear headphones and the biggest departure from the typical over-ear designs of the ATH-M series. They'r...,,https://www.rtings.com/headphones/reviews/audio-technica/ath-m60x,2018-08-10
https://i.rtings.com/images/reviews/headphones/audio-technica/ath-m50xbt/ath-m50xbt-design-medium.jpg,Audio-Technica ATH-M50xBT Review,Marc Henney,Good audio reproduction.,Poor noise isolation.,Headphones,The Audio-Technica M50xBT are a good sounding wireless pair of headphones for critical listening. They are the wireless variant of the very popular wired ATH-M50...,,https://www.rtings.com/headphones/reviews/audio-technica/ath-m50xbt,2018-12-06
https://i.rtings.com/images/reviews/headphones/audeze/lcd-1/lcd-1-design-medium.jpg,Audeze LCD-1 Review,Alexander Tozzi,Well-balanced sound profile.,"Heavy audio leakage, by design.",Headphones,The Audeze LCD-1 are open-back planar magnetic over-ear headphones with a sleek design that's more reminiscent of casual headphones than most other typical audio...,,https://www.rtings.com/headphones/reviews/audeze/lcd-1,2019-12-19
https://i.rtings.com/images/reviews/headphones/astro/a10/a10-design-medium.jpg,Astro A10 Review,Sam Vafaei,Decent sound quality.,Poor control scheme.,Headphones,The Astro A10 are alright wired gaming headphones with a bass-heavy sound but limited customization options. They're not as convenient as the Astro A50 and other...,,https://www.rtings.com/headphones/reviews/astro/a10,2020-03-10
https://i.rtings.com/images/reviews/headphones/astro/a20/a20-design-medium.jpg,Astro A20 Wireless Review,Sam Vafaei,Good sound quality.,Poor isolation.,Headphones,The Astro A20 Wireless are an above-average gaming headset with a good sound and build quality. They're easy-to-use and have a great battery life with a lot of p...,,https://www.rtings.com/headphones/reviews/astro/a20-wireless,2018-04-20
https://i.rtings.com/images/reviews/headphones/astro/a40/a40-design-medium.jpg,Astro A40 TR Headset + MixAmp Pro 2017 Review,Jean-Simon Bonneterre,Comfortable and sturdy design.,Bulky design.,Headphones,The Astro A40 TR MixAmp Pro are great gaming headphones that are not very versatile for other uses. They are well-built and very comfortable for long gaming sess...,,https://www.rtings.com/headphones/reviews/astro/a40-tr-headset-mixamp-pro-2017,2019-04-25
https://i.rtings.com/images/reviews/headphones/astro/a50-gen-4-2019/a50-gen-4-2019-design-medium.jpg,Astro A50 Gen 4 Wireless 2019 Review,Jean-Simon Bonneterre,Very comfortable and well-built.,Bulky design.,Headphones,"The Astro A50 Gen 4 are great gaming headphones that also sound good. They kept the same design as the previous Astro A50 Wireless, but with slight improvements ...",,https://www.rtings.com/headphones/reviews/astro/a50-gen-4-wireless-2019,2019-10-11
https://i.rtings.com/images/reviews/headphones/audeze/lcd2-classic/lcd2-classic-design-medium.jpg,Audeze LCD 2 Classic/LC2C Review,Sam Vafaei,Comfortable.,Poor isolation by design.,Headphones,"The Audeze LCD 2 Classic are well-built and great-sounding planar magnetic critical listening headphones. They have a high-end and sturdy open-back design, they'...",,https://www.rtings.com/headphones/reviews/audeze/lcd-2-classic-lc2c,2018-10-11
https://i.rtings.com/images/articles/brands-shots/headphones/astro/best-astro-medium.jpg,The 3 Best Astro Headsets of 2020: Reviews,Jean-Simon Bonneterre,,,Headphones,"For those in the market for wireless freedom, the best Astro headset we've reviewed so far is the Astro A50 Gen 4 Wireless. They're very comfortable headphones and their build quality is great.",,https://www.rtings.com/headphones/reviews/astro,2020-03-04
https://i.rtings.com/images/reviews/headphones/astro/a40-2019/a40-2019-design-medium.jpg,Astro A40 TR Headset + MixAmp Pro 2019 Review,Jean-Simon Bonneterre,Comfortable and sturdy design.,Bulky design.,Headphones,The Astro A40 2019 TR + MixAmp Pro 4th Generation are great gaming headphones that have a pretty good audio reproduction and a great microphone for online games....,,https://www.rtings.com/headphones/reviews/astro/a40-tr-headset-mixamp-pro-2019,2019-05-17
https://i.rtings.com/images/reviews/headphones/astro/a50/a50-design-medium.jpg,Astro A50 Gen 3 Wireless 2017 Review,Marc Henney,Comfortable and sturdy design.,Bulky design not meant for outdoors.,Headphones,"The Astro A50 is a good gaming headset with a very good sound for critical listening. These headphones are well-built, durable and have a premium-looking design ...",,https://www.rtings.com/headphones/reviews/astro/a50-gen-3-wireless-2017,2018-03-19
https://i.rtings.com/images/reviews/headphones/audeze/mobius/mobius-design-medium.jpg,Audeze Mobius Review,Marc Henney,Good audio reproduction.,A bit too tight on the head.,Headphones,The Audeze Mobius are a good gaming headset with a few unique features that set them apart from the competition.  They have a lot of connection options and a cas...,,https://www.rtings.com/headphones/reviews/audeze/mobius,2018-10-12
https://i.rtings.com/images/articles/brands-shots/headphones/apple/best-apple-medium.jpg,The Best Apple Earbuds of 2020: Reviews,Ian McPhail,,,Headphones,The best Apple earbuds with noise cancelling are the Apple AirPods Pro. These closed-back truly wireless earbuds have an in-ear design with a powerful active noise cancelling (ANC) feature.,,https://www.rtings.com/headphones/reviews/apple,2020-03-06
https://i.rtings.com/images/reviews/headphones/apple/airpods/airpods-design-medium.jpg,Apple AirPods 1 Truly Wireless 2017 Review,Sam Vafaei,Great build quality.,Poor noise isolation.,Headphones,"The Apple AirPods are decent-sounding truly wireless earbuds with a sturdy and stylish design. They're compact, breathable and more stable than the EarPods makin...",,https://www.rtings.com/headphones/reviews/apple/airpods-1-truly-wireless-2017,2018-02-16
https://i.rtings.com/images/reviews/headphones/apple/airpods-pro/airpods-pro-design-medium.jpg,Apple AirPods Pro Truly Wireless Review,Jake Thauvette,Comfortable and stable fit.,"Poor customization options, especially on Android.",Headphones,"The Apple AirPods Pro are a welcome upgrade to the previous models of Apple AirPods. Their in-ear fit makes them much more stable in the ears, and they've improv...",,https://www.rtings.com/headphones/reviews/apple/airpods-pro-truly-wireless,2020-02-14
https://i.rtings.com/images/reviews/headphones/apple/airpods-2-2019/airpods-2-2019-design-medium.jpg,Apple AirPods 2 Truly Wireless 2019 Review,Jean-Simon Bonneterre,Great build quality.,Poor noise isolation.,Headphones,"The Apple AirPods 2 2019 are practically the same as the Apple AirPods 1 Truly Wireless 2017, with slight differences. We tested the version with the wireless ch...",,https://www.rtings.com/headphones/reviews/apple/airpods-2-truly-wireless-2019,2020-02-24
https://i.rtings.com/images/reviews/headphones/anker/soundbuds-sport/soundbuds-sport-design-medium.jpg,Anker SoundBuds Sport Wireless Review,Sam Vafaei,Good passive noise isolation.,"Poor, uneven audio reproduction.",Headphones,The Anker SoundBuds Sport are good headphones for running and working and provide enough isolation to be a decent option for commuting. They're portable and will...,,https://www.rtings.com/headphones/reviews/anker/soundbuds-sport-wireless,2018-06-12
https://i.rtings.com/images/reviews/headphones/anker/soundbuds-curve/soundbuds-curve-design-medium.jpg,Anker SoundBuds Curve Wireless Review,Sam Vafaei,Stable and portable design.,Mediocre-at-best noise isolation.,Headphones,"The Anker SoundBuds Curve are good sports headphones, with a long battery life and a decent sound. They're comfortable with a stable ear-hook design for exercisi...",,https://www.rtings.com/headphones/reviews/anker/soundbuds-curve-wireless,2018-03-27
https://i.rtings.com/images/reviews/headphones/apple/earpods/earpods-design-medium.jpg,Apple EarPods Review,Sam Vafaei,Great portable design.,Poor isolation from ambient noise.,Headphones,"The Apple EarPods are simple but decent earbuds for casual listening. They're well-built, comfortable but not the most versatile headphones as their open fit let...",,https://www.rtings.com/headphones/reviews/apple/earpods,2018-03-01
https://i.rtings.com/images/reviews/tv/samsung/q8fn/q8fn-design-medium.jpg,"Samsung Q8FN/Q8/Q8F QLED 2018 Review (QN55Q8FN, QN65Q8FN, QN75Q8FN, QN82Q8FN)",Daniel O'Keeffe,Excellent wide color gamut,Picture quality degrades at an angle,TV,"The Samsung Q8F / Q8 is a 2018 QLED TV with great picture quality, especially in a bright room due to the high peak brightness and excellent reflection handling....",,https://www.rtings.com/tv/reviews/samsung/q8fn-q8-q8f-qled-2018,2018-04-26
https://i.rtings.com/images/reviews/headphones/anker/soundcore-spirit-x/soundcore-spirit-x-design-medium.jpg,Anker SoundCore Spirit X Wireless Review,Sam Vafaei,Stable and portable design.,Mediocre-at-best noise isolation.,Headphones,"The Anker SoundCore Spirit X are good sports headphones, versatile enough for most use cases. They have an above-average build quality that feels a lot more high...",,https://www.rtings.com/headphones/reviews/anker/soundcore-spirit-x-wireless,2018-06-19
https://i.rtings.com/images/reviews/tv/samsung/the-frame-2018/the-frame-2018-design-medium.jpg,"Samsung The Frame 2018 Review (UN43LS03N, UN55LS03N, UN65LS03N)",Adam Babcock,Excellent low input lag,Image degrades when viewed at an angle,TV,"The Samsung Frame 2018 is a good LCD TV with excellent gaming features and a unique design. The Frame is designed to look like a piece of art when wall mounted, ...",,https://www.rtings.com/tv/reviews/samsung/the-frame-2018,2018-09-10
https://i.rtings.com/images/reviews/tv/samsung/q9fn/q9fn-design-medium.jpg,"Samsung Q9FN/Q9/Q9F QLED 2018 Review (QN65Q9FN, QN75Q9FN)",Daniel O'Keeffe,Very bright in both SDR and HDR,Image loses accuracy when viewed at an angle,TV,"The Samsung Q9F is the brand's highest-end QLED LCD TV and offers excellent performance for mixed usage. In dark rooms, the high native contrast ratio and great ...",,https://www.rtings.com/tv/reviews/samsung/q9fn-q9-q9f-qled-2018,2018-04-30
https://i.rtings.com/images/reviews/tv/samsung/q50r/q50r-design-medium.jpg,Samsung Q50/Q50R QLED Review (QN32Q50RAFXZA),Adam Babcock,Deep blacks.,Image degrades at an angle.,TV,"The Samsung Q50/Q50R QLED is a good 32 inch, 4k TV. It delivers decent overall picture quality, with deep blacks and a very good color gamut, but like most VA TV...",,https://www.rtings.com/tv/reviews/samsung/q50-q50r-qled,2019-10-02
https://i.rtings.com/images/reviews/tv/samsung/ru7100/ru7100-design-medium.jpg,"Samsung RU7100 Review (UN43RU7100FXZA, UN50RU7100FXZA, UN55RU7100FXZA, UN58RU7100FXZA, UN65RU7100FXZA, UN75RU7100FXZA)",Dimitris Katsaounis,Excellent low input lag.,Poor HDR peak brightness.,TV,"The Samsung RU7100 is a good 4k LED TV that has decent overall picture quality. It can deliver deep blacks, thanks to the high native contrast ratio, and it's go...",,https://www.rtings.com/tv/reviews/samsung/ru7100,2020-02-19
https://i.rtings.com/images/reviews/tv/samsung/the-frame-2019/the-frame-2019-design-medium.jpg,"Samsung The Frame 2019 Review (QN43LS03RAFXZA, QN49LS03RAFXZA, QN55LS03RAFXZA, QN65LS03RAFXZA)",Dimitris Katsaounis,Excellent low input lag and great gaming features.,Image degrades at an angle.,TV,Samsung The Frame 2019 is a good LCD TV with good picture quality and a unique design. It's a special model that aims to look like a piece of art when wall-mount...,,https://www.rtings.com/tv/reviews/samsung/the-frame-2019,2019-10-24
https://i.rtings.com/images/reviews/tv/samsung/q60r/q60r-design-medium.jpg,"Samsung Q60/Q60R QLED Review (QN43Q60RAFXZA, QN49Q60RAFXZA, QN55Q60RAFXZA, QN65Q60RAFXZA, QN75Q60RAFXZA, QN82Q60RAFXZA)",Adam Babcock,Low input lag for gaming.,HDR can't get very bright.,TV,"The Samsung Q60R QLED is a good 4k TV for nearly every type of content. Its VA panel has an outstanding contrast ratio, producing deep, inky blacks, and it has e...",,https://www.rtings.com/tv/reviews/samsung/q60-q60r-qled,2020-02-24
https://i.rtings.com/images/reviews/tv/samsung/ru8000/ru8000-design-medium.jpg,"Samsung RU8000 Review (UN49RU8000FXZA, UN55RU8000FXZA, UN65RU8000FXZA, UN75RU8000FXZA, UN82RU8000FXZA)",Dimitris Katsaounis,Excellent motion handling.,Image loses accuracy when viewed at an angle.,TV,"The Samsung RU8000 is a very good 4k TV with good picture quality. It delivers deep uniform blacks in a dark room, but lacks a local dimming feature to further i...",,https://www.rtings.com/tv/reviews/samsung/ru8000,2020-03-06
