Title,PIC,Summary,Author,Date,Pros,Cons,URL,Source_internal_ID,Product Name,Verdict,OCN
Polar A360 reviewed: Another fitness tracker with smartwatch envy,https://cdn.arstechnica.net/wp-content/uploads/2016/03/a360_13-640x215.jpg,The $199 tracker is the first with Polar's own wrist-bound heart rate monitor.,Valentina Palladino,2016-03-27,Customizable design with interchangeable bands.,Cannot read full smartphone notifications on the display.,https://arstechnica.com/gadgets/2016/03/polar-a360-reviewed-another-fitness-tracker-with-smartwatch-envy/,845485,Polar A360 reviewed: Another fitness tracker with smartwatch envy,"All that being said, the A360 is a fine product, but if you're primarily looking for a fitness tracker that can track multiple workouts and deliver smartphone alerts, the Garmin Vívosmart HR is the better option for a lower price.",gadgets
"Sorry, Everyone: The iPhone SE is an apology to big-phone haters everywhere",https://cdn.arstechnica.net/wp-content/uploads/2016/04/SE-listing-640x215.jpg,"Review: There’s not much that’s “new,” but that’s not what this phone is about.",Andrew Cunningham,2016-04-06,A familiar design that is compatible with current accessories and still feels great to hold and carry around.,Storage maxes out at 64GB while the bigger models offer 128GB.,https://arstechnica.com/gadgets/2016/04/sorry-everyone-the-iphone-se-is-an-apology-to-big-phone-haters-everywhere/,857399,"Sorry, Everyone: The iPhone SE is an apology to big-phone haters everywhere","Ultimately, most people should still buy an iPhone 6S or 6S Plus before an iPhone SE, assuming money is no object or the full cost of your phone is being masked by some kind of carrier subsidy or payment plan. The 6S is a good sweet spot, offering a larger screen without being as unwieldy as the 6S Plus. By contrast, the SE is a great option for people who just don’t want to deal with something bigger. The flagships are likely to remain larger, and they’re likely to get new features faster (I wouldn’t be surprised in the least if the 4-inch iPhone only got a refresh once every two years or so), but the SE at least makes it so that people who prefer small phones don’t need to time travel back to 2013 to get a decent one.",gadgets
Xiaomi Mi 5 review: It’s hard to argue with $305 for a Snapdragon 820,https://cdn.arstechnica.net/wp-content/uploads/2016/03/IMG_0065-640x215.jpg,"Xiaomi's software needs a serious upgrade, though. ",Ron Amadeo,2016-03-22,A Snapdragon 820 for an amazing $305.,Broken permissions system allows some apps to slip through without user consent.,https://arstechnica.com/gadgets/2016/03/xiaomi-mi-5-review-its-hard-to-argue-with-305-for-a-snapdragon-820/,834159,Xiaomi Mi 5 ,"For the majority of our readers, this Mi 5 isn't an option. It probably isn't sold in your country, and even if you import it, it doesn't have the right LTE bands to get a serious data connection. Xiaomi could easily make a Mi 5 that works internationally. This is looking more and more likely, judging by the company's appearance at the Mobile World Congress, its international ",gadgets
Review: Garmin’s Vivoactive HR is more hardcore than Fitbit’s Surge,https://cdn.arstechnica.net/wp-content/uploads/2016/05/vivoactivehr9-640x215.jpg,$250 tracker sits right in the middle of Garmin's convoluted lineup. ,Valentina Palladino,2016-05-22,Chroma display is easy to read in sunlight.,Garmin Connect has a lot of information and options which can make navigating it and completing simply tasks confusing.,https://arstechnica.com/gadgets/2016/05/review-garmins-vivoactive-hr-is-more-hardcore-than-fitbits-surge/,882519,Review: Garmin’s Vivoactive HR is more hardcore than Fitbit’s Surge,"In comparison to the $250 Microsoft Band, the Vivoactive HR lacks any coaching features or guided workouts. If that's more your style, you'd get more use out of Microsoft's device. Finally, Garmin's own $230 Vivosmart HR+ is best suited for anyone who wants a smaller device (with no chroma touchscreen) and can live with fewer sports profiles. But for anyone who goes back and forth between numerous sports and needs a tracker that can keep up with them, the Vivoactive HR will do the trick.",gadgets
Ubiquiti’s 8-port POE switch is a solid complement for a home Unifi setup,https://cdn.arstechnica.net/wp-content/uploads/2016/04/JT3A9018-640x215.jpg,Fanless $199 managed device drives Unifi Wi-Fi gear—if you can find it in stock.,Lee Hutchinson,2016-04-13,Competitive price for an 8-port managed POE switch,No rack-mount option,https://arstechnica.com/gadgets/2016/04/ubiquitis-8-port-poe-switch-is-a-solid-complement-for-a-home-unifi-setup/,863505,Ubiquiti’s 8-port POE switch is a solid complement for a home Unifi setup,"But if you can grab one, it’s a solid switch that meshes well with the Unifi ecosystem. If you’ve got Unifi APs in your home, this is probably what you should plug them into.",gadgets
HTC 10 review: HTC builds the best Android flagship of 2016,https://cdn.arstechnica.net/wp-content/uploads/2016/04/IMG_0067-640x215.jpg,"No gimmicks, no nonsense—HTC keeps it simple and builds an awesome smartphone.",Ron Amadeo,2016-04-14,A premium metal body without any silly coatings.,No always-on voice support.,https://arstechnica.com/gadgets/2016/04/htc-10-review-htc-builds-the-best-android-flagship-of-2016/,864303,HTC 10 ,"The HTC 10 is a refreshing phone that manages to be great without any nonsense or gimmicks. Compared to the Galaxy S7, you're getting a better body, better software, louder speakers, more capable expandable storage, USB Type C, and (most of the time) a better camera. Force me to buy a phone that isn't a Nexus device and I know what I'm picking up.",gadgets
HP’s upsized 15-inch Spectre x360—a high quality device built for the mainstream,https://cdn.arstechnica.net/wp-content/uploads/2016/04/IMG_2947-640x215.jpg,HP hits enlarge on its very pleasant 13-inch systems.,Peter Bright,2016-04-10,Great build.,No Thunderbolt 3.,https://arstechnica.com/gadgets/2016/04/hps-upsized-15-inch-spectre-x360-a-high-quality-device-built-for-the-mainstream/,851047,HP’s upsized 15-inch Spectre x360—a high quality device built for the mainstream,"Even if you bump the Spectre up to have its top processor with the Iris graphics, 16GB RAM, the 4K screen, and 512GB SSD, the HP is only $1689.99. That feels very competitive for such a nicely put together system.",gadgets
"Sony Xperia X Compact review: Small Android is still good, but not much better",https://cdn.arstechnica.net/wp-content/uploads/2016/09/xcompact7-760x380.jpg,"Aside from camera tricks, the $499 handset is a slightly sub-par Z5 Compact.",Valentina Palladino,2016-09-29,Compact size is ideal for those who prefer smaller handsets.,"Plastic material holds onto fingerprints, making the handset look dirty.",https://arstechnica.com/gadgets/2016/09/sony-xperia-x-compact-review-small-android-is-still-good-but-not-much-better/,961051,Sony Xperia X Compact ,"The X Compact is Sony's way of bringing a small handset into its new line of smartphones and is a way for it to bring its advanced camera experience to a compact device. It's a decent handset for those who want a solid Android device with a smaller footprint and also require the flexibility of full photo and video controls. But if you're not interested in the new photo perks, the Z5 Compact is the better option, as it has a longer battery life, a faster processor, and a more durable design. Also, now that the Z5 Compact has been on the market for a while, you can usually get it for less than an X Compact (around $400, as of this writing).",gadgets
Zotac Zbox EN1060 review: Better than console gaming in a tiny package,https://cdn.arstechnica.net/wp-content/uploads/2016/10/DSC00856-760x380.jpg,But don't expect the same performance as a full-size Nvidia GTX 1060.,Mark Walton,2016-11-06,Compact design that's smaller than a games console,"GTX 1060 struggles to hit rated boost clock, and is slower than the desktop version",https://arstechnica.com/gadgets/2016/11/zotac-zbox-en1060-review-nvidia/,990643,Zotac Zbox EN1060 ,,gadgets
"LG G5 review: An interesting idea, shoddily executed",https://cdn.arstechnica.net/wp-content/uploads/2016/04/LG-G5-3-640x215.jpg,Fit and finish problems mar an otherwise promising phone. ,Ron Amadeo,2016-04-10,A removable battery!,"The bottom release mechanism just isn't good enough. It holds the bottom part on unevenly, and on one side is so loose you can see through it.",https://arstechnica.com/gadgets/2016/04/lg-g5-review-an-interesting-idea-shoddily-executed/,834163,LG G5 ,"We hope LG keeps trying though. Too many smartphone manufacturers seem to think the smartphone is a finished product, and they're content to only push out spec bumps every year. So please, LG, keep trying new things—just don't forget about the basics next year.",gadgets
Lenovo ThinkPad X1 reviewed: a hybrid for the workaholics among us,https://cdn.arstechnica.net/wp-content/uploads/2016/05/thinkpadx1_17-640x215.jpg,"With three attachable modules, this 2-in-1 has versatility on its side.",Valentina Palladino,2016-05-15,Lightweight and easily portable.,"Keyboard combined with magnetic hinge makes the entire device, as a laptop replacement, feel flimsy.",https://arstechnica.com/gadgets/2016/05/lenovo-thinkpad-x1-reviewed-a-hybrid-for-the-workaholics-among-us/,876613,Lenovo ThinkPad X1 reviewed: a hybrid for the workaholics among us,"Still, the modules are the true selling points for the X1 since they add unique value to the tablet. No similarly priced MacBook Pro, Surface Book, or Surface Pro can act as a projector or 3D scanner, and adding five hours to the already great battery life of the X1 would put it ahead of its peers. If any of those modules catch your eye, you'd want to consider the X1 as a new primary work device. But if you prefer a more traditional design and you don't need your tablet to turn into a projector or scanner, you'll fare better with a device like the Surface Book.",gadgets
